,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
7735,FDX07,12.6,Regular,Low,Fruits and Vegetables,183.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,4577.38
7736,FDW16,17.35,Regular,Low,Frozen Foods,93.08,OUT046,1997,Small,Tier 1,Supermarket Type1,826.92
7737,FDS11,12.6,Regular,High,Breads,222.51,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.68
7738,NCZ54,14.65,Low Fat,High,Household,163.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,2599.28
7739,FDH32,12.8,Low Fat,High,Fruits and Vegetables,96.54,OUT035,2004,Small,Tier 2,Supermarket Type1,3765.1
7740,NCQ17,12.6,Low Fat,High,Health and Hygiene,158.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068.04
7741,FDK38,6.65,Low Fat,High,Canned,147.77,OUT035,2004,Small,Tier 2,Supermarket Type1,2078.63
7742,NCF55,6.675,Low Fat,Low,Household,35.69,OUT013,1987,High,Tier 3,Supermarket Type1,952.76
7743,FDW39,6.69,Regular,Low,Meat,176.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411.5
7744,FDX36,12.6,Regular,High,Baking Goods,223.14,OUT019,1985,Small,Tier 1,Grocery Store,450.08
7745,FDD47,7.6,Regular,High,Starchy Foods,171.74,OUT045,2002,NA,Tier 2,Supermarket Type1,4431.56
7746,FDQ46,7.51,Low Fat,High,Snack Foods,110.65,OUT013,1987,High,Tier 3,Supermarket Type1,1901.52
7747,FDE56,12.6,Regular,High,Fruits and Vegetables,62.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,2291.02
7748,FDY39,12.6,Regular,High,Meat,185.76,OUT019,1985,Small,Tier 1,Grocery Store,1470.09
7749,FDG05,11.0,Regular,High,Frozen Foods,156.86,OUT046,1997,Small,Tier 1,Supermarket Type1,2972.8
7750,NCR54,12.6,Low Fat,High,Household,194.71,OUT019,1985,Small,Tier 1,Grocery Store,196.41
7751,FDX57,17.25,Regular,High,Snack Foods,95.81,OUT018,2009,Medium,Tier 3,Supermarket Type2,1263.69
7752,FDC17,12.6,Low Fat,Low,Frozen Foods,208.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,9678.07
7753,DRL60,12.6,Low Fat,High,Soft Drinks,150.67,OUT019,1985,Small,Tier 1,Grocery Store,457.4
7754,FDO32,6.36,Low Fat,High,Fruits and Vegetables,45.41,OUT013,1987,High,Tier 3,Supermarket Type1,1118.54
7755,NCO29,11.15,Low Fat,Low,Health and Hygiene,163.25,OUT013,1987,High,Tier 3,Supermarket Type1,1480.07
7756,FDJ36,12.6,Regular,High,Baking Goods,104.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,2563.33
7757,NCF54,18.0,Low Fat,High,Household,170.54,OUT045,2002,NA,Tier 2,Supermarket Type1,3103.96
7758,FDV04,7.825,Regular,High,Frozen Foods,158.83,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.16
7759,NCK30,14.85,Low Fat,High,Household,254.27,OUT010,1998,NA,Tier 3,Grocery Store,1775.69
7760,FDX09,12.6,Low Fat,High,Snack Foods,174.94,OUT019,1985,Small,Tier 1,Grocery Store,176.44
7761,FDH53,20.5,Regular,Low,Frozen Foods,83.76,OUT013,1987,High,Tier 3,Supermarket Type1,1403.51
7762,FDT22,10.395,Low Fat,High,Snack Foods,60.62,OUT045,2002,NA,Tier 2,Supermarket Type1,778.99
7763,DRF25,12.6,Low Fat,High,Soft Drinks,36.02,OUT019,1985,Small,Tier 1,Grocery Store,73.24
7764,FDG56,13.3,Regular,High,Fruits and Vegetables,60.85,OUT045,2002,NA,Tier 2,Supermarket Type1,918.8
7765,FDG38,12.6,Regular,High,Canned,83.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.12
7766,FDS34,19.35,Regular,High,Snack Foods,114.85,OUT045,2002,NA,Tier 2,Supermarket Type1,1707.78
7767,FDP44,16.5,Regular,High,Fruits and Vegetables,102.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,1743.06
7768,FDW03,5.63,Regular,Low,Meat,102.83,OUT013,1987,High,Tier 3,Supermarket Type1,1986.08
7769,FDU25,12.35,Low Fat,Low,Canned,58.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.79
7770,NCR17,9.8,Low Fat,Low,Health and Hygiene,116.45,OUT045,2002,NA,Tier 2,Supermarket Type1,2780.38
7771,FDY39,5.305,Regular,High,Meat,181.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.89
7772,FDA03,18.5,Regular,High,Dairy,146.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,3645.26
7773,FDG58,10.695,Regular,High,Snack Foods,156.2,OUT046,1997,Small,Tier 1,Supermarket Type1,1869.57
7774,NCB19,6.525,Low Fat,High,Household,86.49,OUT017,2007,NA,Tier 2,Supermarket Type1,1631.88
7775,FDI07,12.35,Regular,Low,Meat,198.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,3757.11
7776,NCS06,7.935,Low Fat,Low,Household,261.09,OUT035,2004,Small,Tier 2,Supermarket Type1,2366.92
7777,FDX03,15.85,Regular,High,Meat,47.17,OUT010,1998,NA,Tier 3,Grocery Store,90.55
7778,NCK29,5.615,Low Fat,High,Health and Hygiene,121.97,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46
7779,FDH16,10.5,Low Fat,High,Frozen Foods,90.78,OUT013,1987,High,Tier 3,Supermarket Type1,1258.36
7780,FDA55,12.6,Regular,High,Fruits and Vegetables,223.81,OUT027,1985,Medium,Tier 3,Supermarket Type3,5592.72
7781,FDS20,8.85,Low Fat,High,Fruits and Vegetables,182.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925.59
7782,FDS31,13.1,Regular,Low,Fruits and Vegetables,180.33,OUT046,1997,Small,Tier 1,Supermarket Type1,2345.61
7783,FDA23,12.6,Low Fat,High,Baking Goods,101.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,2327.64
7784,NCU18,15.1,Low Fat,High,Household,140.25,OUT035,2004,Small,Tier 2,Supermarket Type1,2681.84
7785,FDE11,17.7,Regular,High,Starchy Foods,184.49,OUT013,1987,High,Tier 3,Supermarket Type1,3146.57
7786,FDE44,14.65,Low Fat,High,Fruits and Vegetables,49.77,OUT045,2002,NA,Tier 2,Supermarket Type1,837.58
7787,FDV51,16.35,Low Fat,Low,Meat,165.78,OUT046,1997,Small,Tier 1,Supermarket Type1,2652.55
7788,FDK51,19.85,Low Fat,Low,Dairy,264.59,OUT017,2007,NA,Tier 2,Supermarket Type1,5829.74
7789,FDR36,6.715,Regular,High,Baking Goods,43.55,OUT045,2002,NA,Tier 2,Supermarket Type1,838.91
7790,FDU40,20.85,Low Fat,Low,Frozen Foods,192.55,OUT046,1997,Small,Tier 1,Supermarket Type1,2906.22
7791,FDU37,12.6,Regular,High,Canned,79.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074.7
7792,FDV47,17.1,low fat,High,Breads,85.36,OUT013,1987,High,Tier 3,Supermarket Type1,1775.69
7793,FDF04,12.6,Low Fat,Low,Frozen Foods,258.63,OUT019,1985,Small,Tier 1,Grocery Store,516.66
7794,FDX16,17.85,Low Fat,High,Frozen Foods,147.8,OUT035,2004,Small,Tier 2,Supermarket Type1,1947.46
7795,NCL05,19.6,Low Fat,High,Health and Hygiene,45.08,OUT013,1987,High,Tier 3,Supermarket Type1,605.88
7796,NCL30,12.6,Low Fat,High,Household,125.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.68
7797,NCR06,12.5,Low Fat,Low,Household,41.71,OUT046,1997,Small,Tier 1,Supermarket Type1,383.5
7798,FDX03,15.85,Regular,High,Meat,45.67,OUT045,2002,NA,Tier 2,Supermarket Type1,633.84
7799,FDR32,6.78,Regular,High,Fruits and Vegetables,227.47,OUT046,1997,Small,Tier 1,Supermarket Type1,3197.17
7800,FDX04,19.6,Regular,Low,Frozen Foods,47.64,OUT035,2004,Small,Tier 2,Supermarket Type1,335.56
7801,DRH01,17.5,Low Fat,High,Soft Drinks,171.77,OUT017,2007,NA,Tier 2,Supermarket Type1,2432.83
7802,FDO57,20.75,Low Fat,High,Snack Foods,160.96,OUT045,2002,NA,Tier 2,Supermarket Type1,1444.12
7803,FDD11,12.6,Low Fat,Low,Starchy Foods,254.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,3036.05
7804,DRM47,9.3,Low Fat,High,Hard Drinks,189.18,OUT010,1998,NA,Tier 3,Grocery Store,382.17
7805,NCC54,17.75,Low Fat,High,Health and Hygiene,242.42,OUT035,2004,Small,Tier 2,Supermarket Type1,5543.45
7806,FDC45,17.0,Low Fat,High,Fruits and Vegetables,171.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1540.0
7807,FDW46,12.6,Regular,High,Snack Foods,63.65,OUT019,1985,Small,Tier 1,Grocery Store,65.25
7808,FDP40,4.555,Regular,Low,Frozen Foods,110.15,OUT013,1987,High,Tier 3,Supermarket Type1,1230.4
7809,FDM08,10.1,Regular,High,Fruits and Vegetables,225.51,OUT010,1998,NA,Tier 3,Grocery Store,1342.25
7810,FDV52,20.7,Regular,High,Frozen Foods,119.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,2003.39
7811,DRB24,8.785,Low Fat,Low,Soft Drinks,153.07,OUT045,2002,NA,Tier 2,Supermarket Type1,4170.57
7812,NCC54,17.75,Low Fat,High,Health and Hygiene,239.32,OUT010,1998,NA,Tier 3,Grocery Store,723.06
7813,FDV38,12.6,Low Fat,High,Dairy,55.0,OUT019,1985,Small,Tier 1,Grocery Store,109.19
7814,FDB36,5.465,Regular,High,Baking Goods,129.26,OUT045,2002,NA,Tier 2,Supermarket Type1,1311.63
7815,DRH51,12.6,Low Fat,High,Dairy,89.59,OUT019,1985,Small,Tier 1,Grocery Store,175.77
7816,FDV45,12.6,Low Fat,Low,Snack Foods,187.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,7510.22
7817,NCL29,12.6,Low Fat,High,Health and Hygiene,156.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,1584.6
7818,FDU14,17.75,Low Fat,High,Dairy,249.58,OUT010,1998,NA,Tier 3,Grocery Store,499.35
7819,FDH17,16.2,Regular,Low,Frozen Foods,97.47,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.47
7820,FDQ15,20.35,Regular,High,Meat,79.23,OUT035,2004,Small,Tier 2,Supermarket Type1,649.82
7821,FDZ44,8.185,Low Fat,Low,Fruits and Vegetables,115.48,OUT017,2007,NA,Tier 2,Supermarket Type1,820.27
7822,FDM32,20.5,Low Fat,Low,Fruits and Vegetables,88.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,719.06
7823,NCP29,8.42,Low Fat,High,Health and Hygiene,64.32,OUT035,2004,Small,Tier 2,Supermarket Type1,703.08
7824,FDG53,10.0,Low Fat,High,Frozen Foods,141.82,OUT017,2007,NA,Tier 2,Supermarket Type1,838.91
7825,FDT25,7.5,Low Fat,High,Canned,122.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2572.65
7826,FDM39,12.6,Low Fat,High,Dairy,177.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,8417.71
7827,FDW35,10.6,Low Fat,Low,Breads,43.85,OUT045,2002,NA,Tier 2,Supermarket Type1,671.13
7828,FDD10,20.6,Regular,High,Snack Foods,177.23,OUT010,1998,NA,Tier 3,Grocery Store,892.17
7829,FDH08,12.6,Low Fat,Low,Fruits and Vegetables,230.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,5283.12
7830,DRG37,16.2,Low Fat,Low,Soft Drinks,154.0,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.38
7831,FDU01,20.25,Regular,Low,Canned,183.59,OUT017,2007,NA,Tier 2,Supermarket Type1,2406.2
7832,NCZ17,12.15,Low Fat,High,Health and Hygiene,36.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.36
7833,FDU34,12.6,Low Fat,High,Snack Foods,125.9,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482.17
7834,FDB16,8.21,Low Fat,Low,Dairy,88.52,OUT035,2004,Small,Tier 2,Supermarket Type1,1133.86
7835,FDG10,6.63,Regular,Low,Snack Foods,57.76,OUT010,1998,NA,Tier 3,Grocery Store,57.26
7836,FDH46,6.935,Regular,Low,Snack Foods,101.83,OUT013,1987,High,Tier 3,Supermarket Type1,2255.73
7837,FDC16,12.6,Regular,Low,Dairy,88.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.07
7838,FDH50,15.0,Regular,High,Canned,185.83,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.27
7839,NCZ18,7.825,Low Fat,High,Household,255.47,OUT046,1997,Small,Tier 1,Supermarket Type1,5073.4
7840,FDJ32,10.695,Low Fat,High,Fruits and Vegetables,61.45,OUT046,1997,Small,Tier 1,Supermarket Type1,428.78
7841,DRI23,18.85,Low Fat,High,Hard Drinks,162.06,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.16
7842,DRD01,12.1,Regular,High,Soft Drinks,53.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,386.83
7843,FDY02,8.945,Regular,High,Dairy,261.09,OUT045,2002,NA,Tier 2,Supermarket Type1,3418.88
7844,FDG38,8.975,Regular,High,Canned,86.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,1704.45
7845,NCG30,20.2,Low Fat,High,Household,124.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.54
7846,FDO31,6.76,Regular,Low,Fruits and Vegetables,80.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.27
7847,NCU42,9.0,Low Fat,Low,Household,168.15,OUT045,2002,NA,Tier 2,Supermarket Type1,4211.19
7848,NCG30,20.2,Low Fat,High,Household,123.1,OUT045,2002,NA,Tier 2,Supermarket Type1,1120.54
7849,NCA30,19.0,Low Fat,High,Household,189.19,OUT046,1997,Small,Tier 1,Supermarket Type1,567.26
7850,FDF29,15.1,Regular,Low,Frozen Foods,129.43,OUT013,1987,High,Tier 3,Supermarket Type1,3505.44
7851,FDI14,14.1,Low Fat,High,Canned,142.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
7852,FDY57,20.2,Regular,High,Snack Foods,94.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.25
7853,FDT27,12.6,Regular,High,Meat,232.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.42
7854,FDM46,12.6,Low Fat,High,Snack Foods,92.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.27
7855,NCD30,12.6,Low Fat,High,Household,98.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,978.73
7856,FDJ15,12.6,Regular,Low,Dairy,183.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.11
7857,NCW05,20.25,Low Fat,High,Health and Hygiene,108.89,OUT045,2002,NA,Tier 2,Supermarket Type1,3644.59
7858,FDT13,14.85,Low Fat,High,Canned,187.72,OUT010,1998,NA,Tier 3,Grocery Store,188.42
7859,NCP06,20.7,Low Fat,High,Household,149.74,OUT010,1998,NA,Tier 3,Grocery Store,151.14
7860,FDP03,5.15,Regular,High,Meat,122.14,OUT045,2002,NA,Tier 2,Supermarket Type1,2352.94
7861,NCM30,12.6,Low Fat,High,Household,43.28,OUT019,1985,Small,Tier 1,Grocery Store,41.28
7862,FDK20,12.6,Regular,Low,Fruits and Vegetables,124.31,OUT013,1987,High,Tier 3,Supermarket Type1,5022.8
7863,FDX01,10.1,Low Fat,Low,Canned,114.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36
7864,FDV57,15.25,Regular,High,Snack Foods,179.67,OUT017,2007,NA,Tier 2,Supermarket Type1,6471.58
7865,FDY34,10.5,Regular,Low,Snack Foods,167.18,OUT045,2002,NA,Tier 2,Supermarket Type1,2984.12
7866,FDP37,12.6,Low Fat,High,Breakfast,127.0,OUT019,1985,Small,Tier 1,Grocery Store,385.5
7867,FDP22,14.65,Regular,High,Snack Foods,52.87,OUT035,2004,Small,Tier 2,Supermarket Type1,461.4
7868,FDS25,6.885,Regular,High,Canned,108.72,OUT046,1997,Small,Tier 1,Supermarket Type1,2542.02
7869,NCY18,7.285,Low Fat,Low,Household,176.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,2626.58
7870,FDO08,11.1,Regular,High,Fruits and Vegetables,165.15,OUT013,1987,High,Tier 3,Supermarket Type1,1480.07
7871,NCI43,12.6,Low Fat,Low,Household,48.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.82
7872,FDH16,10.5,Low Fat,High,Frozen Foods,89.68,OUT046,1997,Small,Tier 1,Supermarket Type1,988.71
7873,NCZ05,12.6,Low Fat,High,Health and Hygiene,104.7,OUT019,1985,Small,Tier 1,Grocery Store,103.2
7874,DRE49,20.75,Low Fat,Low,Soft Drinks,151.9,OUT045,2002,NA,Tier 2,Supermarket Type1,2732.44
7875,FDO09,12.6,Regular,High,Snack Foods,261.09,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.81
7876,FDA08,11.85,Regular,High,Fruits and Vegetables,164.65,OUT013,1987,High,Tier 3,Supermarket Type1,2137.88
7877,NCD55,14.0,Low Fat,Low,Household,41.15,OUT017,2007,NA,Tier 2,Supermarket Type1,503.34
7878,NCR50,20.2,Low Fat,Low,Household,154.63,OUT013,1987,High,Tier 3,Supermarket Type1,4287.75
7879,NCC06,19.0,Low Fat,Low,Household,127.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.84
7880,FDC34,16.0,Regular,High,Snack Foods,154.6,OUT013,1987,High,Tier 3,Supermarket Type1,1869.57
7881,FDQ49,12.6,Regular,High,Breakfast,155.56,OUT019,1985,Small,Tier 1,Grocery Store,469.39
7882,FDS60,20.85,Low Fat,Low,Baking Goods,181.67,OUT013,1987,High,Tier 3,Supermarket Type1,1438.13
7883,FDP10,19.0,Low Fat,High,Snack Foods,107.66,OUT013,1987,High,Tier 3,Supermarket Type1,1270.35
7884,FDW46,13.0,Regular,High,Snack Foods,64.35,OUT035,2004,Small,Tier 2,Supermarket Type1,2218.45
7885,FDG53,10.0,Low Fat,High,Frozen Foods,141.62,OUT010,1998,NA,Tier 3,Grocery Store,139.82
7886,FDP57,17.5,low fat,High,Snack Foods,104.0,OUT035,2004,Small,Tier 2,Supermarket Type1,1857.58
7887,NCP43,12.6,Low Fat,High,Others,181.77,OUT019,1985,Small,Tier 1,Grocery Store,179.77
7888,FDW49,19.5,Low Fat,High,Canned,180.2,OUT017,2007,NA,Tier 2,Supermarket Type1,5193.91
7889,FDA28,16.1,Regular,High,Frozen Foods,124.24,OUT010,1998,NA,Tier 3,Grocery Store,377.51
7890,NCS42,8.6,low fat,High,Household,91.21,OUT035,2004,Small,Tier 2,Supermarket Type1,2554.01
7891,FDP21,12.6,Regular,Low,Snack Foods,188.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,6239.88
7892,DRJ39,20.25,Low Fat,Low,Dairy,220.15,OUT046,1997,Small,Tier 1,Supermarket Type1,3066.67
7893,FDH12,9.6,Low Fat,High,Baking Goods,105.03,OUT017,2007,NA,Tier 2,Supermarket Type1,2556.67
7894,FDQ13,11.1,Low Fat,Low,Canned,83.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.93
7895,NCQ06,13.0,Low Fat,Low,Household,254.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,5100.03
7896,FDL40,12.6,Low Fat,Low,Frozen Foods,94.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,1641.2
7897,NCE54,20.7,Low Fat,High,Household,74.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,1880.88
7898,FDL58,5.78,Regular,High,Snack Foods,262.36,OUT010,1998,NA,Tier 3,Grocery Store,790.97
7899,FDW38,5.325,Regular,High,Dairy,53.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.51
7900,FDD17,7.5,Low Fat,Low,Frozen Foods,238.19,OUT013,1987,High,Tier 3,Supermarket Type1,3327.67
7901,FDK25,11.6,Regular,High,Breakfast,166.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.19
7902,FDR22,12.6,Regular,Low,Snack Foods,109.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,5257.16
7903,FDU35,6.44,low fat,High,Breads,99.87,OUT045,2002,NA,Tier 2,Supermarket Type1,1498.05
7904,FDR35,12.5,Low Fat,Low,Breads,198.97,OUT045,2002,NA,Tier 2,Supermarket Type1,995.37
7905,NCZ18,7.825,Low Fat,High,Household,253.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,3805.05
7906,FDF22,6.865,Low Fat,High,Snack Foods,212.32,OUT010,1998,NA,Tier 3,Grocery Store,427.44
7907,FDD17,7.5,Low Fat,Low,Frozen Foods,238.79,OUT045,2002,NA,Tier 2,Supermarket Type1,4040.74
7908,DRD37,9.8,Low Fat,Low,Soft Drinks,45.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1211.76
7909,FDC08,19.0,Regular,High,Fruits and Vegetables,225.47,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.21
7910,FDU57,8.27,Regular,High,Snack Foods,150.87,OUT046,1997,Small,Tier 1,Supermarket Type1,2407.53
7911,FDZ58,17.85,Low Fat,High,Snack Foods,121.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.14
7912,FDY01,11.8,Regular,High,Canned,116.48,OUT035,2004,Small,Tier 2,Supermarket Type1,1958.12
7913,FDG09,20.6,Regular,High,Fruits and Vegetables,187.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89
7914,NCE54,20.7,Low Fat,Low,Household,73.94,OUT046,1997,Small,Tier 1,Supermarket Type1,677.12
7915,FDB34,15.25,Low Fat,Low,Snack Foods,87.02,OUT045,2002,NA,Tier 2,Supermarket Type1,2442.15
7916,FDT24,12.35,Regular,High,Baking Goods,76.23,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.66
7917,FDZ08,12.5,Regular,High,Fruits and Vegetables,83.06,OUT013,1987,High,Tier 3,Supermarket Type1,743.03
7918,NCI54,15.2,Low Fat,Low,Household,108.99,OUT049,1999,Medium,Tier 1,Supermarket Type1,1965.44
7919,FDU34,18.25,Low Fat,High,Snack Foods,122.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.11
7920,FDP23,6.71,Low Fat,High,Breads,218.92,OUT013,1987,High,Tier 3,Supermarket Type1,2394.88
7921,NCV29,12.6,Low Fat,Low,Health and Hygiene,176.77,OUT019,1985,Small,Tier 1,Grocery Store,888.84
7922,FDG10,12.6,Regular,Low,Snack Foods,57.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,801.62
7923,FDZ56,12.6,Low Fat,High,Fruits and Vegetables,167.55,OUT019,1985,Small,Tier 1,Grocery Store,1010.68
7924,NCL41,12.35,Low Fat,Low,Health and Hygiene,36.32,OUT035,2004,Small,Tier 2,Supermarket Type1,276.97
7925,FDM39,6.42,low fat,High,Dairy,178.7,OUT013,1987,High,Tier 3,Supermarket Type1,4477.5
7926,NCZ54,14.65,Low Fat,High,Household,161.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,7148.03
7927,FDT59,13.65,Low Fat,High,Breads,229.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,4837.7
7928,FDV20,20.2,Regular,High,Fruits and Vegetables,128.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,1398.85
7929,NCE43,12.5,Low Fat,High,Household,172.24,OUT017,2007,NA,Tier 2,Supermarket Type1,1874.89
7930,FDP15,12.6,Low Fat,High,Meat,255.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,9227.99
7931,FDO16,5.48,Low Fat,Low,Frozen Foods,82.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,2247.07
7932,NCP41,12.6,Low Fat,Low,Health and Hygiene,109.46,OUT019,1985,Small,Tier 1,Grocery Store,647.16
7933,DRD01,12.1,Regular,High,Soft Drinks,56.26,OUT045,2002,NA,Tier 2,Supermarket Type1,552.61
7934,FDM56,16.7,Low Fat,High,Fruits and Vegetables,107.99,OUT017,2007,NA,Tier 2,Supermarket Type1,1419.49
7935,FDS22,16.85,Regular,Low,Snack Foods,45.94,OUT045,2002,NA,Tier 2,Supermarket Type1,307.6
7936,FDX20,7.365,Low Fat,Low,Fruits and Vegetables,227.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.7
7937,FDE34,9.195,Low Fat,High,Snack Foods,183.66,OUT017,2007,NA,Tier 2,Supermarket Type1,2362.92
7938,FDV50,14.3,Low Fat,High,Dairy,122.37,OUT046,1997,Small,Tier 1,Supermarket Type1,985.38
7939,NCU17,5.32,Low Fat,High,Health and Hygiene,101.27,OUT017,2007,NA,Tier 2,Supermarket Type1,2241.08
7940,NCP53,12.6,Low Fat,Low,Health and Hygiene,235.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.57
7941,FDW09,13.65,Regular,Low,Snack Foods,80.23,OUT010,1998,NA,Tier 3,Grocery Store,79.23
7942,FDW55,12.6,Regular,Low,Fruits and Vegetables,248.61,OUT046,1997,Small,Tier 1,Supermarket Type1,3237.12
7943,NCE31,12.6,Low Fat,High,Household,33.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,934.78
7944,FDO49,10.6,Regular,Low,Breakfast,49.7,OUT046,1997,Small,Tier 1,Supermarket Type1,961.42
7945,FDH34,12.6,Low Fat,High,Snack Foods,184.66,OUT019,1985,Small,Tier 1,Grocery Store,185.76
7946,FDJ38,8.6,Regular,Low,Canned,188.55,OUT013,1987,High,Tier 3,Supermarket Type1,3795.06
7947,FDG32,19.85,Low Fat,High,Fruits and Vegetables,224.08,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.64
7948,DRQ35,9.3,Low Fat,Low,Hard Drinks,125.54,OUT017,2007,NA,Tier 2,Supermarket Type1,2848.29
7949,FDK25,12.6,Regular,High,Breakfast,167.85,OUT019,1985,Small,Tier 1,Grocery Store,336.89
7950,FDD58,7.76,Low Fat,High,Snack Foods,99.67,OUT018,2009,Medium,Tier 3,Supermarket Type2,1897.53
7951,FDB15,10.895,Low Fat,High,Dairy,265.26,OUT035,2004,Small,Tier 2,Supermarket Type1,4218.51
7952,DRF60,10.8,Low Fat,High,Soft Drinks,238.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,5243.84
7953,FDH04,12.6,Regular,Low,Frozen Foods,91.05,OUT019,1985,Small,Tier 1,Grocery Store,271.65
7954,FDM04,9.195,Regular,High,Frozen Foods,52.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.2
7955,FDO58,19.6,Low Fat,Low,Snack Foods,166.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,3124.6
7956,FDQ24,15.7,Low Fat,High,Baking Goods,253.37,OUT017,2007,NA,Tier 2,Supermarket Type1,6795.15
7957,DRP35,18.85,Low Fat,High,Hard Drinks,127.43,OUT045,2002,NA,Tier 2,Supermarket Type1,894.84
7958,DRI47,14.7,Low Fat,Low,Hard Drinks,144.51,OUT013,1987,High,Tier 3,Supermarket Type1,3307.69
7959,FDF35,15.0,Low Fat,High,Starchy Foods,108.59,OUT013,1987,High,Tier 3,Supermarket Type1,1393.52
7960,FDP31,21.1,Regular,High,Fruits and Vegetables,65.02,OUT046,1997,Small,Tier 1,Supermarket Type1,639.17
7961,FDQ52,17.0,Low Fat,High,Frozen Foods,248.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,6208.58
7962,FDM12,16.7,Regular,High,Baking Goods,188.62,OUT035,2004,Small,Tier 2,Supermarket Type1,565.26
