Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCR50,20.2,Low Fat,Low,Household,154.63,OUT013,1987,Large,Tier 3,Supermarket Type1,4287.75
NCC06,19.0,Low Fat,Low,Household,127.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.84
FDC34,16.0,Regular,High,Snack Foods,154.6,OUT013,1987,Large,Tier 3,Supermarket Type1,1869.57
FDQ49,12.6,Regular,High,Breakfast,155.56,OUT019,1985,Small,Tier 1,Grocery Store,469.39
FDS60,20.85,Low Fat,Low,Baking Goods,181.67,OUT013,1987,Large,Tier 3,Supermarket Type1,1438.13
FDP10,19.0,Low Fat,High,Snack Foods,107.66,OUT013,1987,Large,Tier 3,Supermarket Type1,1270.35
FDW46,13.0,Regular,High,Snack Foods,64.35,OUT035,2004,Small,Tier 2,Supermarket Type1,2218.45
FDG53,10.0,Low Fat,High,Frozen Foods,141.62,OUT010,1998,NA,Tier 3,Grocery Store,139.82
FDP57,17.5,low fat,High,Snack Foods,104.0,OUT035,2004,Small,Tier 2,Supermarket Type1,1857.58
NCP43,12.6,Low Fat,High,Others,181.77,OUT019,1985,Small,Tier 1,Grocery Store,179.77
FDW49,19.5,Low Fat,High,Canned,180.2,OUT017,2007,NA,Tier 2,Supermarket Type1,5193.91
FDA28,16.1,Regular,High,Frozen Foods,124.24,OUT010,1998,NA,Tier 3,Grocery Store,377.51
NCS42,8.6,low fat,High,Household,91.21,OUT035,2004,Small,Tier 2,Supermarket Type1,2554.01
FDP21,12.6,Regular,Low,Snack Foods,188.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,6239.88
DRJ39,20.25,Low Fat,Low,Dairy,220.15,OUT046,1997,Small,Tier 1,Supermarket Type1,3066.67
FDH12,9.6,Low Fat,High,Baking Goods,105.03,OUT017,2007,NA,Tier 2,Supermarket Type1,2556.67
FDQ13,11.1,Low Fat,Low,Canned,83.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.93
NCQ06,13.0,Low Fat,Low,Household,254.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,5100.03
FDL40,12.6,Low Fat,Low,Frozen Foods,94.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,1641.2
NCE54,20.7,Low Fat,High,Household,74.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,1880.88
FDL58,5.78,Regular,High,Snack Foods,262.36,OUT010,1998,NA,Tier 3,Grocery Store,790.97
FDW38,5.32,Regular,High,Dairy,53.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.51
FDD17,7.5,Low Fat,Low,Frozen Foods,238.19,OUT013,1987,Large,Tier 3,Supermarket Type1,3327.67
FDK25,11.6,Regular,High,Breakfast,166.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.19
FDR22,12.6,Regular,Low,Snack Foods,109.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,5257.16
FDU35,6.44,low fat,High,Breads,99.87,OUT045,2002,NA,Tier 2,Supermarket Type1,1498.05
FDR35,12.5,Low Fat,Low,Breads,198.97,OUT045,2002,NA,Tier 2,Supermarket Type1,995.37
NCZ18,7.82,Low Fat,High,Household,253.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,3805.05
FDF22,6.86,Low Fat,High,Snack Foods,212.32,OUT010,1998,NA,Tier 3,Grocery Store,427.44
FDD17,7.5,Low Fat,Low,Frozen Foods,238.79,OUT045,2002,NA,Tier 2,Supermarket Type1,4040.74
DRD37,9.8,Low Fat,Low,Soft Drinks,45.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1211.76
FDC08,19.0,Regular,High,Fruits and Vegetables,225.47,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.21
FDU57,8.27,Regular,High,Snack Foods,150.87,OUT046,1997,Small,Tier 1,Supermarket Type1,2407.53
FDZ58,17.85,Low Fat,High,Snack Foods,121.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.14
FDY01,11.8,Regular,High,Canned,116.48,OUT035,2004,Small,Tier 2,Supermarket Type1,1958.12
FDG09,20.6,Regular,High,Fruits and Vegetables,187.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89
NCE54,20.7,Low Fat,Low,Household,73.94,OUT046,1997,Small,Tier 1,Supermarket Type1,677.12
FDB34,15.25,Low Fat,Low,Snack Foods,87.02,OUT045,2002,NA,Tier 2,Supermarket Type1,2442.15
FDT24,12.35,Regular,High,Baking Goods,76.23,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.66
FDZ08,12.5,Regular,High,Fruits and Vegetables,83.06,OUT013,1987,Large,Tier 3,Supermarket Type1,743.03
NCI54,15.2,Low Fat,Low,Household,108.99,OUT049,1999,Medium,Tier 1,Supermarket Type1,1965.44
FDU34,18.25,Low Fat,High,Snack Foods,122.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.11
FDP23,6.71,Low Fat,High,Breads,218.92,OUT013,1987,Large,Tier 3,Supermarket Type1,2394.88
NCV29,12.6,Low Fat,Low,Health and Hygiene,176.77,OUT019,1985,Small,Tier 1,Grocery Store,888.84
FDG10,12.6,Regular,Low,Snack Foods,57.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,801.62
FDZ56,12.6,Low Fat,High,Fruits and Vegetables,167.55,OUT019,1985,Small,Tier 1,Grocery Store,1010.68
NCL41,12.35,Low Fat,Low,Health and Hygiene,36.32,OUT035,2004,Small,Tier 2,Supermarket Type1,276.97
FDM39,6.42,low fat,High,Dairy,178.7,OUT013,1987,Large,Tier 3,Supermarket Type1,4477.5
NCZ54,14.65,Low Fat,High,Household,161.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,7148.03
FDT59,13.65,Low Fat,High,Breads,229.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,4837.7
FDV20,20.2,Regular,High,Fruits and Vegetables,128.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,1398.85
NCE43,12.5,Low Fat,High,Household,172.24,OUT017,2007,NA,Tier 2,Supermarket Type1,1874.89
FDP15,12.6,Low Fat,High,Meat,255.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,9227.99
FDO16,5.48,Low Fat,Low,Frozen Foods,82.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,2247.07
NCP41,12.6,Low Fat,Low,Health and Hygiene,109.46,OUT019,1985,Small,Tier 1,Grocery Store,647.16
DRD01,12.1,Regular,High,Soft Drinks,56.26,OUT045,2002,NA,Tier 2,Supermarket Type1,552.61
FDM56,16.7,Low Fat,High,Fruits and Vegetables,107.99,OUT017,2007,NA,Tier 2,Supermarket Type1,1419.49
FDS22,16.85,Regular,Low,Snack Foods,45.94,OUT045,2002,NA,Tier 2,Supermarket Type1,307.6
FDX20,7.36,Low Fat,Low,Fruits and Vegetables,227.07,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.7
FDE34,9.2,Low Fat,High,Snack Foods,183.66,OUT017,2007,NA,Tier 2,Supermarket Type1,2362.92
FDV50,14.3,Low Fat,High,Dairy,122.37,OUT046,1997,Small,Tier 1,Supermarket Type1,985.38
NCU17,5.32,Low Fat,High,Health and Hygiene,101.27,OUT017,2007,NA,Tier 2,Supermarket Type1,2241.08
NCP53,12.6,Low Fat,Low,Health and Hygiene,235.69,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.57
FDW09,13.65,Regular,Low,Snack Foods,80.23,OUT010,1998,NA,Tier 3,Grocery Store,79.23
FDW55,12.6,Regular,Low,Fruits and Vegetables,248.61,OUT046,1997,Small,Tier 1,Supermarket Type1,3237.12
NCE31,12.6,Low Fat,High,Household,33.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,934.78
FDO49,10.6,Regular,Low,Breakfast,49.7,OUT046,1997,Small,Tier 1,Supermarket Type1,961.42
FDH34,12.6,Low Fat,High,Snack Foods,184.66,OUT019,1985,Small,Tier 1,Grocery Store,185.76
FDJ38,8.6,Regular,Low,Canned,188.55,OUT013,1987,Large,Tier 3,Supermarket Type1,3795.06
FDG32,19.85,Low Fat,High,Fruits and Vegetables,224.08,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.64
DRQ35,9.3,Low Fat,Low,Hard Drinks,125.54,OUT017,2007,NA,Tier 2,Supermarket Type1,2848.29
FDK25,12.6,Regular,High,Breakfast,167.85,OUT019,1985,Small,Tier 1,Grocery Store,336.89
FDD58,7.76,Low Fat,High,Snack Foods,99.67,OUT018,2009,Medium,Tier 3,Supermarket Type2,1897.53
FDB15,10.9,Low Fat,High,Dairy,265.26,OUT035,2004,Small,Tier 2,Supermarket Type1,4218.51
DRF60,10.8,Low Fat,High,Soft Drinks,238.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,5243.84
FDH04,12.6,Regular,Low,Frozen Foods,91.05,OUT019,1985,Small,Tier 1,Grocery Store,271.65
FDM04,9.2,Regular,High,Frozen Foods,52.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.2
FDO58,19.6,Low Fat,Low,Snack Foods,166.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,3124.6
FDQ24,15.7,Low Fat,High,Baking Goods,253.37,OUT017,2007,NA,Tier 2,Supermarket Type1,6795.15
DRP35,18.85,Low Fat,High,Hard Drinks,127.43,OUT045,2002,NA,Tier 2,Supermarket Type1,894.84
DRI47,14.7,Low Fat,Low,Hard Drinks,144.51,OUT013,1987,Large,Tier 3,Supermarket Type1,3307.69
FDF35,15.0,Low Fat,High,Starchy Foods,108.59,OUT013,1987,Large,Tier 3,Supermarket Type1,1393.52
FDP31,21.1,Regular,High,Fruits and Vegetables,65.02,OUT046,1997,Small,Tier 1,Supermarket Type1,639.17
FDQ52,17.0,Low Fat,High,Frozen Foods,248.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,6208.58
FDM12,16.7,Regular,High,Baking Goods,188.62,OUT035,2004,Small,Tier 2,Supermarket Type1,565.26
NCS42,8.6,Low Fat,High,Household,92.51,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.72
FDO31,6.76,Regular,Low,Fruits and Vegetables,79.3,OUT017,2007,NA,Tier 2,Supermarket Type1,1118.54
FDU19,8.77,Regular,High,Fruits and Vegetables,173.94,OUT046,1997,Small,Tier 1,Supermarket Type1,3103.96
NCE19,12.6,Low Fat,High,Household,53.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,2129.23
FDR16,5.84,Regular,High,Frozen Foods,213.22,OUT035,2004,Small,Tier 2,Supermarket Type1,7266.54
FDF56,16.7,Regular,High,Fruits and Vegetables,182.0,OUT045,2002,NA,Tier 2,Supermarket Type1,5432.93
DRJ59,11.65,Low Fat,Low,Hard Drinks,38.82,OUT010,1998,NA,Tier 3,Grocery Store,77.23
FDH16,12.6,Low Fat,High,Frozen Foods,88.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,2157.19
FDI28,14.3,Low Fat,Low,Frozen Foods,78.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,1267.68
FDC58,12.6,Low Fat,High,Snack Foods,45.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,615.2
FDU13,8.36,Low Fat,High,Canned,148.04,OUT046,1997,Small,Tier 1,Supermarket Type1,1471.42
FDX58,13.15,Low Fat,Low,Snack Foods,183.1,OUT046,1997,Small,Tier 1,Supermarket Type1,1830.95
FDU16,19.25,Regular,High,Frozen Foods,82.59,OUT045,2002,NA,Tier 2,Supermarket Type1,922.8
FDX35,5.04,Regular,High,Breads,228.2,OUT045,2002,NA,Tier 2,Supermarket Type1,2504.74
FDL21,15.85,Regular,Low,Snack Foods,41.05,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96
DRM37,15.35,Low Fat,High,Soft Drinks,197.38,OUT013,1987,Large,Tier 3,Supermarket Type1,3350.31
FDR35,12.5,Low Fat,Low,Breads,197.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,3782.41
FDW32,18.35,Regular,High,Fruits and Vegetables,87.59,OUT010,1998,NA,Tier 3,Grocery Store,171.78
FDY34,12.6,Regular,Low,Snack Foods,167.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,6465.58
FDQ44,20.5,Low Fat,Low,Fruits and Vegetables,120.18,OUT013,1987,Large,Tier 3,Supermarket Type1,2059.99
DRD24,13.85,Low Fat,Low,Soft Drinks,143.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,2552.68
DRE12,4.59,Low Fat,High,Soft Drinks,111.19,OUT045,2002,NA,Tier 2,Supermarket Type1,1245.05
NCX29,10.0,Low Fat,High,Health and Hygiene,147.11,OUT013,1987,Large,Tier 3,Supermarket Type1,2916.2
FDS07,12.35,Low Fat,High,Fruits and Vegetables,113.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,1593.93
FDI27,12.6,Regular,High,Dairy,43.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,1222.41
FDL02,20.0,Regular,High,Canned,107.46,OUT013,1987,Large,Tier 3,Supermarket Type1,1587.93
FDN58,13.8,Regular,High,Snack Foods,232.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,1390.19
DRK12,9.5,Low Fat,Low,Soft Drinks,33.39,OUT045,2002,NA,Tier 2,Supermarket Type1,732.38
FDC60,5.42,Regular,High,Baking Goods,88.35,OUT046,1997,Small,Tier 1,Supermarket Type1,2833.64
FDV45,16.75,Low Fat,High,Snack Foods,187.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,2440.82
FDB23,19.2,Regular,High,Starchy Foods,223.81,OUT045,2002,NA,Tier 2,Supermarket Type1,5642.66
NCA29,10.5,Low Fat,Low,Household,171.31,OUT046,1997,Small,Tier 1,Supermarket Type1,3593.32
FDO20,12.85,Regular,High,Fruits and Vegetables,252.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,4037.41
NCH55,12.6,Low Fat,High,Household,127.5,OUT019,1985,Small,Tier 1,Grocery Store,379.51
FDO32,6.36,Low Fat,High,Fruits and Vegetables,45.71,OUT045,2002,NA,Tier 2,Supermarket Type1,838.91
FDS59,12.6,Regular,High,Breads,111.86,OUT019,1985,Small,Tier 1,Grocery Store,109.86
FDR59,14.5,Regular,High,Breads,263.26,OUT013,1987,Large,Tier 3,Supermarket Type1,2878.25
FDS55,7.02,Low Fat,High,Fruits and Vegetables,150.07,OUT045,2002,NA,Tier 2,Supermarket Type1,4454.2
FDT21,7.42,Low Fat,Low,Snack Foods,247.11,OUT035,2004,Small,Tier 2,Supermarket Type1,4233.16
NCR38,17.25,Low Fat,High,Household,253.57,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.45
FDJ22,18.75,Low Fat,High,Snack Foods,190.65,OUT045,2002,NA,Tier 2,Supermarket Type1,1342.25
FDB57,20.25,Regular,Low,Fruits and Vegetables,220.58,OUT017,2007,NA,Tier 2,Supermarket Type1,2446.15
FDR52,12.65,Regular,High,Frozen Foods,192.38,OUT013,1987,Large,Tier 3,Supermarket Type1,1910.85
NCO41,12.5,Low Fat,Low,Health and Hygiene,96.74,OUT046,1997,Small,Tier 1,Supermarket Type1,2167.84
FDG47,12.8,Low Fat,High,Starchy Foods,261.43,OUT010,1998,NA,Tier 3,Grocery Store,262.33
FDB44,6.66,Low Fat,High,Fruits and Vegetables,212.46,OUT017,2007,NA,Tier 2,Supermarket Type1,2743.76
FDY14,10.3,Low Fat,High,Dairy,263.02,OUT046,1997,Small,Tier 1,Supermarket Type1,4229.16
NCN55,14.6,Low Fat,High,Others,239.25,OUT017,2007,NA,Tier 2,Supermarket Type1,3605.31
FDV48,9.2,Regular,High,Baking Goods,77.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.16
FDA21,13.65,Low Fat,Low,Snack Foods,185.29,OUT035,2004,Small,Tier 2,Supermarket Type1,3146.57
FDZ27,7.94,Low Fat,Low,Dairy,51.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.9
FDW58,20.75,Low Fat,Low,Snack Foods,104.16,OUT013,1987,Large,Tier 3,Supermarket Type1,1693.8
FDH45,15.1,Regular,High,Fruits and Vegetables,41.68,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.31
FDH38,12.6,Low Fat,Low,Canned,115.28,OUT019,1985,Small,Tier 1,Grocery Store,117.18
FDL43,10.1,Low Fat,Low,Meat,76.37,OUT046,1997,Small,Tier 1,Supermarket Type1,765.67
FDD38,12.6,Regular,High,Canned,100.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.61
FDV02,16.75,Low Fat,High,Dairy,173.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,3593.32
NCF31,9.13,Low Fat,High,Household,152.8,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.42
NCN05,8.24,Low Fat,Low,Health and Hygiene,182.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,2380.24
FDZ16,16.85,Regular,High,Frozen Foods,194.15,OUT013,1987,Large,Tier 3,Supermarket Type1,5812.43
NCT18,12.6,Low Fat,High,Household,181.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.24
NCP50,17.35,Low Fat,Low,Others,79.46,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.36
FDW13,12.6,Low Fat,High,Canned,50.53,OUT019,1985,Small,Tier 1,Grocery Store,207.73
NCS53,14.5,Low Fat,High,Health and Hygiene,159.96,OUT017,2007,NA,Tier 2,Supermarket Type1,2218.45
DRG03,14.5,Low Fat,High,Dairy,153.1,OUT046,1997,Small,Tier 1,Supermarket Type1,4921.59
DRE60,9.4,Low Fat,High,Soft Drinks,227.87,OUT017,2007,NA,Tier 2,Supermarket Type1,1584.6
FDK21,7.9,Low Fat,Low,Snack Foods,248.34,OUT045,2002,NA,Tier 2,Supermarket Type1,751.02
FDF52,12.6,Low Fat,High,Frozen Foods,183.33,OUT019,1985,Small,Tier 1,Grocery Store,364.86
NCN43,12.6,Low Fat,Low,Others,121.37,OUT019,1985,Small,Tier 1,Grocery Store,246.35
FDW13,8.5,Low Fat,High,Canned,52.53,OUT046,1997,Small,Tier 1,Supermarket Type1,1194.45
FDW14,8.3,Regular,Low,Dairy,87.72,OUT035,2004,Small,Tier 2,Supermarket Type1,1831.62
FDG24,7.98,Low Fat,Low,Baking Goods,84.52,OUT046,1997,Small,Tier 1,Supermarket Type1,416.12
FDR19,13.5,Regular,High,Fruits and Vegetables,145.41,OUT045,2002,NA,Tier 2,Supermarket Type1,3499.44
NCG06,12.6,Low Fat,Low,Household,256.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,5926.29
FDK10,5.78,Regular,Low,Snack Foods,181.37,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.43
DRK12,9.5,Low Fat,Low,Soft Drinks,32.09,OUT017,2007,NA,Tier 2,Supermarket Type1,432.77
FDY55,16.75,Low Fat,High,Fruits and Vegetables,258.1,OUT045,2002,NA,Tier 2,Supermarket Type1,8994.96
FDV04,12.6,Regular,High,Frozen Foods,158.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,2985.45
FDE23,17.6,Regular,High,Starchy Foods,46.01,OUT046,1997,Small,Tier 1,Supermarket Type1,326.24
FDI08,18.2,Regular,High,Fruits and Vegetables,250.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,2988.11
DRA12,11.6,Low Fat,High,Soft Drinks,143.02,OUT010,1998,NA,Tier 3,Grocery Store,283.63
FDF22,6.86,Low Fat,High,Snack Foods,212.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,2350.94
FDQ57,7.28,Low Fat,Low,Snack Foods,145.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,3515.42
FDP07,18.2,Low Fat,High,Fruits and Vegetables,197.51,OUT046,1997,Small,Tier 1,Supermarket Type1,392.82
DRE37,13.5,Low Fat,High,Soft Drinks,189.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.87
DRF25,9.0,Low Fat,Low,Soft Drinks,36.12,OUT013,1987,Large,Tier 3,Supermarket Type1,1098.57
DRF03,19.1,Low Fat,High,Dairy,38.81,OUT013,1987,Large,Tier 3,Supermarket Type1,731.05
FDN51,17.85,Regular,Low,Meat,260.29,OUT035,2004,Small,Tier 2,Supermarket Type1,4175.9
FDD21,10.3,Regular,Low,Fruits and Vegetables,114.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.83
NCY42,6.38,Low Fat,Low,Household,145.15,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.09
FDH28,12.6,Regular,High,Frozen Foods,37.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,986.72
NCZ29,15.0,Low Fat,High,Health and Hygiene,126.34,OUT010,1998,NA,Tier 3,Grocery Store,503.34
FDN60,15.1,Low Fat,High,Baking Goods,159.26,OUT046,1997,Small,Tier 1,Supermarket Type1,2852.29
NCW06,16.2,Low Fat,High,Household,191.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,1731.75
NCS30,5.94,Low Fat,High,Household,129.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,4391.62
FDW26,11.8,Regular,High,Dairy,224.28,OUT010,1998,NA,Tier 3,Grocery Store,667.13
FDQ01,19.7,Regular,High,Canned,256.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,3060.02
FDH27,12.6,Low Fat,High,Dairy,145.01,OUT019,1985,Small,Tier 1,Grocery Store,143.81
NCX41,19.0,Low Fat,Low,Health and Hygiene,211.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,2117.24
FDH58,12.3,Low Fat,Low,Snack Foods,115.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.3
DRB25,12.3,Low Fat,High,Soft Drinks,107.09,OUT010,1998,NA,Tier 3,Grocery Store,214.39
FDG45,8.1,Low Fat,High,Fruits and Vegetables,210.49,OUT045,2002,NA,Tier 2,Supermarket Type1,5309.76
FDP11,15.85,Low Fat,High,Breads,216.62,OUT046,1997,Small,Tier 1,Supermarket Type1,4136.62
FDV19,14.85,Regular,Low,Fruits and Vegetables,161.26,OUT046,1997,Small,Tier 1,Supermarket Type1,4171.9
FDT32,19.0,Regular,High,Fruits and Vegetables,186.52,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.06
NCU53,5.48,low fat,Low,Health and Hygiene,166.28,OUT035,2004,Small,Tier 2,Supermarket Type1,1989.41
NCA30,19.0,Low Fat,High,Household,188.89,OUT035,2004,Small,Tier 2,Supermarket Type1,3592.66
FDH20,16.1,Regular,High,Fruits and Vegetables,98.44,OUT017,2007,NA,Tier 2,Supermarket Type1,868.87
DRD25,6.14,Low Fat,High,Soft Drinks,114.29,OUT046,1997,Small,Tier 1,Supermarket Type1,2376.91
FDK25,11.6,Regular,High,Breakfast,168.05,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.63
FDF02,16.2,Low Fat,High,Canned,101.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,1031.99
FDC04,15.6,Low Fat,High,Dairy,242.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,2416.85
FDH21,10.4,Low Fat,Low,Seafood,159.46,OUT013,1987,Large,Tier 3,Supermarket Type1,316.92
DRG03,14.5,Low Fat,High,Dairy,154.3,OUT018,2009,Medium,Tier 3,Supermarket Type2,1691.8
NCY06,15.25,Low Fat,High,Household,132.3,OUT017,2007,NA,Tier 2,Supermarket Type1,1696.46
FDM08,10.1,Regular,High,Fruits and Vegetables,222.91,OUT045,2002,NA,Tier 2,Supermarket Type1,5145.3
NCD31,12.1,Low Fat,Low,Household,166.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,3617.96
FDU09,12.6,Regular,High,Snack Foods,54.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,3002.76
FDB49,8.3,Regular,Low,Baking Goods,98.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,1872.23
FDQ58,7.32,Low Fat,Low,Snack Foods,154.03,OUT045,2002,NA,Tier 2,Supermarket Type1,612.54
FDJ58,15.6,Regular,High,Snack Foods,172.68,OUT017,2007,NA,Tier 2,Supermarket Type1,2920.2
NCN30,12.6,Low Fat,Low,Household,96.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.66
FDA52,16.2,Regular,High,Frozen Foods,175.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
NCN42,12.6,Low Fat,Low,Household,145.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,3825.69
FDF04,17.5,Low Fat,Low,Frozen Foods,258.53,OUT046,1997,Small,Tier 1,Supermarket Type1,6199.93
FDY15,18.25,Regular,High,Dairy,155.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,2346.95
FDT03,12.6,Low Fat,Low,Meat,185.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,3307.69
DRL59,12.6,Low Fat,Low,Hard Drinks,54.23,OUT019,1985,Small,Tier 1,Grocery Store,161.79
FDW08,12.1,Low Fat,High,Fruits and Vegetables,106.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1171.81
FDO50,16.25,Low Fat,High,Canned,91.18,OUT013,1987,Large,Tier 3,Supermarket Type1,1929.49
FDP26,7.78,Low Fat,High,Dairy,102.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.9
FDX01,10.1,Low Fat,Low,Canned,118.12,OUT010,1998,NA,Tier 3,Grocery Store,116.52
FDU22,12.35,Low Fat,High,Snack Foods,119.91,OUT017,2007,NA,Tier 2,Supermarket Type1,2014.71
FDQ08,15.7,Regular,Low,Fruits and Vegetables,60.25,OUT035,2004,Small,Tier 2,Supermarket Type1,1163.82
NCN54,20.35,Low Fat,Low,Household,79.13,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.72
FDR01,12.6,Regular,High,Canned,200.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,6171.3
FDB53,12.6,Low Fat,High,Frozen Foods,147.54,OUT027,1985,Medium,Tier 3,Supermarket Type3,5219.87
DRN47,12.1,Low Fat,Low,Hard Drinks,178.57,OUT035,2004,Small,Tier 2,Supermarket Type1,3775.09
FDR39,20.35,Low Fat,High,Meat,184.13,OUT046,1997,Small,Tier 1,Supermarket Type1,2189.15
NCL30,18.1,Low Fat,High,Household,127.53,OUT046,1997,Small,Tier 1,Supermarket Type1,1789.67
FDT02,12.6,Low Fat,Low,Dairy,33.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,105.86
FDT25,7.5,Low Fat,High,Canned,122.71,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.09
FDH53,20.5,Regular,High,Frozen Foods,83.26,OUT017,2007,NA,Tier 2,Supermarket Type1,1155.83
DRB48,16.75,Regular,Low,Soft Drinks,37.48,OUT017,2007,NA,Tier 2,Supermarket Type1,549.95
FDX16,17.85,Low Fat,High,Frozen Foods,150.21,OUT010,1998,NA,Tier 3,Grocery Store,149.8
FDH48,13.5,Low Fat,High,Baking Goods,85.55,OUT045,2002,NA,Tier 2,Supermarket Type1,1731.08
FDF20,12.85,Low Fat,Low,Fruits and Vegetables,199.08,OUT013,1987,Large,Tier 3,Supermarket Type1,3153.23
FDJ03,12.35,Regular,High,Dairy,47.87,OUT010,1998,NA,Tier 3,Grocery Store,49.27
DRJ35,10.1,Low Fat,High,Hard Drinks,60.69,OUT017,2007,NA,Tier 2,Supermarket Type1,363.53
NCN17,11.0,Low Fat,High,Health and Hygiene,101.94,OUT013,1987,Large,Tier 3,Supermarket Type1,1105.89
FDN09,14.15,Low Fat,Low,Snack Foods,243.78,OUT035,2004,Small,Tier 2,Supermarket Type1,6579.44
NCR30,20.6,Low Fat,High,Household,74.87,OUT013,1987,Large,Tier 3,Supermarket Type1,223.71
FDW23,5.76,Low Fat,High,Baking Goods,37.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,579.25
